iter	Logloss
422	0.001666795074
423	0.00166676454
424	0.001666775876
425	0.001666725413
426	0.001666752473
427	0.001666728339
428	0.001666704204
429	0.001666639663
430	0.001666604558
431	0.001666625402
432	0.001658693047
433	0.001658695973
434	0.001658567073
435	0.001658562502
436	0.001658521364
437	0.001658488271
438	0.001658501069
439	0.00165847145
440	0.00165828514
441	0.001658276181
442	0.001658231568
443	0.001658197561
444	0.001658192624
445	0.00165803831
446	0.001657849075
447	0.001657821284
448	0.001657856754
449	0.001657834814
450	0.001657835911
451	0.001657840847
452	0.00165779075
453	0.001657749612
454	0.001657742664
455	0.001657713045
456	0.001657688545
457	0.001657667701
458	0.001657618701
459	0.001657484499
460	0.001652039816
461	0.001652008551
462	0.001651981126
463	0.001651995752
464	0.001651965402
465	0.0016519292
466	0.001651917133
467	0.001651913293
468	0.001651918596
469	0.001651908174
470	0.00165188276
471	0.001651888245
472	0.00165186539
473	0.001651867036
474	0.001651857894
475	0.001651859722
476	0.001651852774
477	0.001651854237
478	0.001651822972
479	0.001651830468
480	0.001644115507
481	0.001642798354
482	0.001642789395
483	0.001642799451
484	0.001642782995
485	0.001642751182
486	0.00163513678
487	0.001635121056
488	0.001635122884
489	0.001635094179
490	0.001635032197
491	0.001635023421
492	0.00163498466
493	0.001634977529
494	0.001634960708
495	0.001634938037
496	0.001634938037
497	0.001633673723
498	0.00163365544
499	0.001633674638
